User,Nama Wisata,Rating,Ulasan
Brenda Potter,Kampung Wisata Kadipaten,1,saya dimintai uang tempat padahal saya sudah membayar saya tidak terima ini termasuk pungutan liar
Kathryn Ortega,Kampung Wisata Kadipaten,1,saya dimintai uang tempat padahal saya sudah membayar saya tidak terima ini termasuk pungutan liar
Joseph Howard,Kampung Wisata Kadipaten,2,ada orang yang memalak saya sebesar 50.008
Margaret Chavez,Kampung Wisata Kadipaten,2,ada orang yang memalak saya sebesar 50.013
Megan Joseph,Kampung Wisata Kadipaten,2,ada orang yang memalak saya sebesar 50.015
Kathleen Collier,Kampung Wisata Kadipaten,1,staf meminta uang tambahan yang tidak masuk akal
Katie Stephens,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Nina Alvarado,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Amanda Young,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
David Harris,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Carlos Choi,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Daniel Patel,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Rachel Martinez,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Kyle Brooks,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Linda Smith,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Robert Santiago,Kampung Wisata Kadipaten,3,"Saya mendatangi destinasi yang katanya gratis parkir, tetapi ternyata ada parkir liar yang meminta uang sebesar 10 ribu."
Angela King,Kampung Wisata Kadipaten,1,ada parkir liar
Joshua Mitchell,Kampung Wisata Kadipaten,5,tempatnya menyenangkan
Jenna Gonzalez,Kampung Wisata Kadipaten,5,tempatnya menyenangkan
